DateTime,Players,Final price,Discount,Time Since Release
2019-02-03 00:00:00,61721.0,59.99,0.0,15379200.0
2019-02-04 00:00:00,45109.0,59.99,0.0,15465600.0
2019-02-05 00:00:00,47566.0,39.59,0.3400566761126854,15552000.0
2019-02-06 00:00:00,48389.0,39.59,0.3400566761126854,15638400.0
2019-02-07 00:00:00,48333.0,39.59,0.3400566761126854,15724800.0
2019-02-08 00:00:00,54136.0,39.59,0.3400566761126854,15811200.0
2019-02-09 00:00:00,60941.0,39.59,0.3400566761126854,15897600.0
2019-02-10 00:00:00,62495.0,39.59,0.3400566761126854,15984000.0
2019-02-11 00:00:00,54202.0,39.59,0.3400566761126854,16070400.0
2019-02-12 00:00:00,53445.0,59.99,0.0,16156800.0
2019-02-13 00:00:00,51505.0,59.99,0.0,16243200.0
2019-02-14 00:00:00,47471.0,59.99,0.0,16329600.0
2019-02-15 00:00:00,48886.0,59.99,0.0,16416000.0
2019-02-16 00:00:00,52745.0,59.99,0.0,16502400.0
2019-02-17 00:00:00,52206.0,59.99,0.0,16588800.0
2019-02-18 00:00:00,46119.0,59.99,0.0,16675200.0
2019-02-19 00:00:00,44199.0,59.99,0.0,16761600.0
2019-02-20 00:00:00,43668.0,59.99,0.0,16848000.0
2019-02-21 00:00:00,44053.0,59.99,0.0,16934400.0
2019-02-22 00:00:00,45293.0,59.99,0.0,17020800.0
2019-02-23 00:00:00,46045.0,59.99,0.0,17107200.0
2019-02-24 00:00:00,42261.0,59.99,0.0,17193600.0
2019-02-25 00:00:00,36574.0,59.99,0.0,17280000.0
2019-02-26 00:00:00,35072.0,59.99,0.0,17366400.0
2019-02-27 00:00:00,34224.0,59.99,0.0,17452800.0
2019-02-28 00:00:00,34021.0,59.99,0.0,17539200.0
2019-03-01 00:00:00,36315.0,59.99,0.0,17625600.0
2019-03-02 00:00:00,38457.0,59.99,0.0,17712000.0
2019-03-03 00:00:00,35912.0,59.99,0.0,17798400.0
2019-03-04 00:00:00,31351.0,59.99,0.0,17884800.0
2019-03-05 00:00:00,31307.0,59.99,0.0,17971200.0
2019-03-06 00:00:00,30741.0,59.99,0.0,18057600.0
2019-03-07 00:00:00,30306.0,59.99,0.0,18144000.0
2019-03-08 00:00:00,35740.0,59.99,0.0,18230400.0
2019-03-09 00:00:00,37516.0,59.99,0.0,18316800.0
2019-03-10 00:00:00,34115.0,59.99,0.0,18403200.0
2019-03-11 00:00:00,28926.0,59.99,0.0,18489600.0
2019-03-12 00:00:00,28116.0,59.99,0.0,18576000.0
2019-03-13 00:00:00,27912.0,59.99,0.0,18662400.0
2019-03-14 00:00:00,27499.0,59.99,0.0,18748800.0
2019-03-15 00:00:00,36936.0,59.99,0.0,18835200.0
2019-03-16 00:00:00,38254.0,59.99,0.0,18921600.0
2019-03-17 00:00:00,35174.0,59.99,0.0,19008000.0
2019-03-18 00:00:00,29754.0,59.99,0.0,19094400.0
2019-03-19 00:00:00,28964.0,59.99,0.0,19180800.0
2019-03-20 00:00:00,27808.0,59.99,0.0,19267200.0
2019-03-21 00:00:00,28220.0,59.99,0.0,19353600.0
2019-03-22 00:00:00,33718.0,59.99,0.0,19440000.0
2019-03-23 00:00:00,32913.0,59.99,0.0,19526400.0
2019-03-24 00:00:00,29390.0,59.99,0.0,19612800.0
2019-03-25 00:00:00,24018.0,59.99,0.0,19699200.0
2019-03-26 00:00:00,23847.0,59.99,0.0,19785600.0
2019-03-27 00:00:00,23499.0,59.99,0.0,19872000.0
2019-03-28 00:00:00,23229.0,59.99,0.0,19958400.0
2019-03-29 00:00:00,23865.0,59.99,0.0,20044800.0
2019-03-30 00:00:00,25640.0,59.99,0.0,20131200.0
2019-03-31 00:00:00,24194.0,59.99,0.0,20217600.0
2019-04-01 00:00:00,20380.0,59.99,0.0,20304000.0
2019-04-02 00:00:00,20399.0,59.99,0.0,20390400.0
2019-04-03 00:00:00,20337.0,59.99,0.0,20476800.0
2019-04-04 00:00:00,25121.0,59.99,0.0,20563200.0
2019-04-05 00:00:00,37056.0,39.59,0.3400566761126854,20649600.0
2019-04-06 00:00:00,36674.0,39.59,0.3400566761126854,20736000.0
2019-04-07 00:00:00,38070.0,39.59,0.3400566761126854,20822400.0
2019-04-08 00:00:00,33757.0,39.59,0.3400566761126854,20908800.0
2019-04-09 00:00:00,34417.0,59.99,0.0,20995200.0
2019-04-10 00:00:00,32781.0,59.99,0.0,21081600.0
2019-04-11 00:00:00,32409.0,59.99,0.0,21168000.0
2019-04-12 00:00:00,34915.0,59.99,0.0,21254400.0
2019-04-13 00:00:00,37362.0,59.99,0.0,21340800.0
2019-04-14 00:00:00,35114.0,59.99,0.0,21427200.0
2019-04-15 00:00:00,30674.0,59.99,0.0,21513600.0
2019-04-16 00:00:00,30065.0,59.99,0.0,21600000.0
2019-04-17 00:00:00,28619.0,59.99,0.0,21686400.0
2019-04-18 00:00:00,29139.0,59.99,0.0,21772800.0
2019-04-19 00:00:00,51707.0,59.99,0.0,21859200.0
2019-04-20 00:00:00,48689.0,59.99,0.0,21945600.0
2019-04-21 00:00:00,43383.0,59.99,0.0,22032000.0
2019-04-22 00:00:00,41037.0,59.99,0.0,22118400.0
2019-04-23 00:00:00,35768.0,59.99,0.0,22204800.0
2019-04-24 00:00:00,32665.0,59.99,0.0,22291200.0
2019-04-25 00:00:00,32800.0,59.99,0.0,22377600.0
2019-04-26 00:00:00,49794.0,39.59,0.3400566761126854,22464000.0
2019-04-27 00:00:00,51871.0,39.59,0.3400566761126854,22550400.0
2019-04-28 00:00:00,51942.0,39.59,0.3400566761126854,22636800.0
2019-04-29 00:00:00,45792.0,39.59,0.3400566761126854,22723200.0
2019-04-30 00:00:00,46130.0,39.59,0.3400566761126854,22809600.0
2019-05-01 00:00:00,46198.0,39.59,0.3400566761126854,22896000.0
2019-05-02 00:00:00,41039.0,39.59,0.3400566761126854,22982400.0
2019-05-03 00:00:00,45899.0,39.59,0.3400566761126854,23068800.0
2019-05-04 00:00:00,48400.0,39.59,0.3400566761126854,23155200.0
2019-05-05 00:00:00,49323.0,39.59,0.3400566761126854,23241600.0
2019-05-06 00:00:00,41555.0,39.59,0.3400566761126854,23328000.0
2019-05-07 00:00:00,40384.0,59.99,0.0,23414400.0
2019-05-08 00:00:00,40852.0,59.99,0.0,23500800.0
2019-05-09 00:00:00,52616.0,59.99,0.0,23587200.0
2019-05-10 00:00:00,54453.0,59.99,0.0,23673600.0
2019-05-11 00:00:00,59550.0,59.99,0.0,23760000.0
2019-05-12 00:00:00,57132.0,59.99,0.0,23846400.0
2019-05-13 00:00:00,47823.0,59.99,0.0,23932800.0
2019-05-14 00:00:00,48033.0,59.99,0.0,24019200.0
2019-05-15 00:00:00,47078.0,59.99,0.0,24105600.0
2019-05-16 00:00:00,46700.0,59.99,0.0,24192000.0
2019-05-17 00:00:00,52765.0,59.99,0.0,24278400.0
2019-05-18 00:00:00,52482.0,59.99,0.0,24364800.0
2019-05-19 00:00:00,47390.0,59.99,0.0,24451200.0
2019-05-20 00:00:00,37826.0,59.99,0.0,24537600.0
2019-05-21 00:00:00,36307.0,59.99,0.0,24624000.0
2019-05-22 00:00:00,34312.0,59.99,0.0,24710400.0
2019-05-23 00:00:00,32411.0,59.99,0.0,24796800.0
2019-05-24 00:00:00,34483.0,59.99,0.0,24883200.0
2019-05-25 00:00:00,37732.0,59.99,0.0,24969600.0
2019-05-26 00:00:00,35454.0,59.99,0.0,25056000.0
2019-05-27 00:00:00,31133.0,59.99,0.0,25142400.0
2019-05-28 00:00:00,30487.0,59.99,0.0,25228800.0
2019-05-29 00:00:00,30526.0,59.99,0.0,25315200.0
2019-05-30 00:00:00,34023.0,59.99,0.0,25401600.0
2019-05-31 00:00:00,39419.0,59.99,0.0,25488000.0
